Quarter Ending,HSC Trust,Specialty,Programme Of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting
31-Mar-2015,Southern,Paediatrics,Acute Services,645,182,,34,17,16,,,,,,,,,122,,,,,"1,016"
31-Mar-2015,Southern,Geriatric Medicine,Elderly Care,98,7,,6,2,8,,,,,,,,,38,,,,,159
31-Mar-2015,Southern,Gynaecology,Acute Services,"1,102",429,,342,211,312,,,,,,,,,396,,,,,"2,792"
31-Mar-2015,Southern,Learning Disability,Learning Disability,4,0,,0,0,0,,,,,,,,,0,,,,,4
31-Mar-2015,Southern,Old Age Psychiatry,Elderly Care,34,3,,3,0,0,,,,,,,,,0,,,,,40
31-Mar-2015,Southern,Chemical Pathology,Acute Services,38,17,,5,0,0,,,,,,,,,0,,,,,60
31-Mar-2015,Western,General Surgery,Acute Services,"1,314",461,,448,235,339,,,,,,,,,"1,478",,,,,"4,275"
31-Mar-2015,Western,Urology,Acute Services,328,95,,55,21,23,,,,,,,,,8,,,,,530
31-Mar-2015,Western,T & O Surgery,Acute Services,"1,067",264,,237,136,170,,,,,,,,,999,,,,,"2,873"
31-Mar-2015,Western,ENT,Acute Services,"1,129",331,,97,0,1,,,,,,,,,0,,,,,"1,558"
31-Mar-2015,Western,Ophthalmology,Acute Services,"1,037",265,,206,95,134,,,,,,,,,253,,,,,"1,990"
31-Mar-2015,Western,Oral Surgery,Acute Services,457,121,,104,75,114,,,,,,,,,855,,,,,"1,726"
31-Mar-2015,Western,Orthodontics,Acute Services,71,22,,6,0,0,,,,,,,,,0,,,,,99
31-Mar-2015,Western,Pain Management,Acute Services,150,73,,51,32,47,,,,,,,,,178,,,,,531
31-Mar-2015,Western,General Medicine,Acute Services,891,316,,274,98,179,,,,,,,,,975,,,,,"2,733"
31-Mar-2015,Western,Haematology (Clinical),Acute Services,44,26,,9,4,8,,,,,,,,,1,,,,,92
31-Mar-2015,Western,Palliative Medicine,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
31-Mar-2015,Western,Cardiology,Acute Services,354,61,,24,5,0,,,,,,,,,0,,,,,444
31-Mar-2015,Western,Dermatology,Acute Services,654,27,,8,0,0,,,,,,,,,0,,,,,689
31-Mar-2015,Western,Genito-Urinary Medicine,Acute Services,53,0,,0,0,0,,,,,,,,,0,,,,,53
31-Mar-2015,Western,Nephrology,Acute Services,52,19,,2,0,0,,,,,,,,,0,,,,,73
31-Mar-2015,Western,Neurology,Acute Services,326,122,,116,57,89,,,,,,,,,947,,,,,"1,657"
31-Mar-2015,Western,Rheumatology,Acute Services,252,89,,68,58,71,,,,,,,,,250,,,,,788
31-Mar-2015,Western,Paediatrics,Acute Services,426,159,,99,41,15,,,,,,,,,54,,,,,794
31-Mar-2015,Western,Geriatric Medicine,Elderly Care,56,15,,3,2,0,,,,,,,,,1,,,,,77
31-Mar-2015,Western,Gynaecology,Acute Services,792,258,,232,102,23,,,,,,,,,0,,,,,"1,407"
31-Mar-2015,Western,Learning Disability,Learning Disability,13,1,,0,0,0,,,,,,,,,0,,,,,14
31-Mar-2015,Western,Chemical Pathology,Acute Services,22,10,,0,1,0,,,,,,,,,0,,,,,33
30-Jun-2015,Belfast,General Surgery,Acute Services,"2,379",671,,561,462,477,,,,,,,,,"4,285",,,,,"8,835"
30-Jun-2015,Belfast,Urology,Acute Services,631,183,,175,149,177,,,,,,,,,"1,835",,,,,"3,150"
30-Jun-2015,Belfast,T & O Surgery,Acute Services,"3,861","1,462",,"1,264","1,216","1,215",,,,,,,,,"10,969",,,,,"19,987"
30-Jun-2015,Belfast,ENT,Acute Services,"1,376",493,,402,424,446,,,,,,,,,"3,107",,,,,"6,248"
30-Jun-2015,Belfast,Ophthalmology,Acute Services,"2,160",667,,559,512,550,,,,,,,,,"5,246",,,,,"9,694"
30-Jun-2015,Belfast,Oral Surgery,Acute Services,322,41,,5,0,2,,,,,,,,,9,,,,,379
30-Jun-2015,Belfast,Restorative Dentistry,Acute Services,516,143,,241,135,211,,,,,,,,,594,,,,,"1,840"
30-Jun-2015,Belfast,Paediatric Dentistry,Acute Services,84,31,,26,12,24,,,,,,,,,231,,,,,408
30-Jun-2015,Belfast,Orthodontics,Acute Services,86,25,,12,0,0,,,,,,,,,0,,,,,123
30-Jun-2015,Belfast,Neurosurgery,Acute Services,252,92,,66,65,71,,,,,,,,,227,,,,,773
30-Jun-2015,Belfast,Plastic Surgery,Acute Services,100,38,,12,6,4,,,,,,,,,2,,,,,162
30-Jun-2015,Belfast,Cardiac Surgery,Acute Services,65,2,,0,0,0,,,,,,,,,0,,,,,67
30-Jun-2015,Belfast,Paediatric Surgery,Acute Services,290,101,,36,20,5,,,,,,,,,2,,,,,454
30-Jun-2015,Belfast,Thoracic Surgery,Acute Services,72,4,,2,0,1,,,,,,,,,0,,,,,79
30-Jun-2015,Belfast,Pain Management,Acute Services,422,149,,103,26,34,,,,,,,,,13,,,,,747
30-Jun-2015,Belfast,General Medicine,Acute Services,501,175,,111,118,129,,,,,,,,,"1,217",,,,,"2,251"
30-Jun-2015,Belfast,Gastroenterology,Acute Services,844,290,,233,244,258,,,,,,,,,"2,983",,,,,"4,852"
30-Jun-2015,Belfast,Endocrinology,Acute Services,251,66,,47,18,21,,,,,,,,,22,,,,,425
30-Jun-2015,Belfast,Haematology (Clinical),Acute Services,192,22,,0,1,1,,,,,,,,,0,,,,,216
30-Jun-2015,Belfast,Clinical Genetics,Acute Services,309,92,,83,94,48,,,,,,,,,179,,,,,805
30-Jun-2015,Belfast,Rehabilitation,Acute Services,23,0,,5,2,2,,,,,,,,,0,,,,,32
30-Jun-2015,Belfast,Palliative Medicine,Acute Services,11,0,,1,0,0,,,,,,,,,1,,,,,13
30-Jun-2015,Belfast,Cardiology,Acute Services,"1,271",414,,260,170,140,,,,,,,,,608,,,,,"2,863"
30-Jun-2015,Belfast,Dermatology,Acute Services,"1,193",363,,234,135,126,,,,,,,,,153,,,,,"2,204"
30-Jun-2015,Belfast,Thoracic Medicine,Acute Services,525,189,,146,145,101,,,,,,,,,842,,,,,"1,948"
30-Jun-2015,Belfast,Nephrology,Acute Services,182,46,,26,23,25,,,,,,,,,17,,,,,319
30-Jun-2015,Belfast,Medical Oncology,Acute Services,53,0,,0,0,0,,,,,,,,,0,,,,,53
30-Jun-2015,Belfast,Neurology,Acute Services,744,275,,226,237,233,,,,,,,,,"3,228",,,,,"4,943"
30-Jun-2015,Belfast,Rheumatology,Acute Services,517,158,,132,103,107,,,,,,,,,"1,494",,,,,"2,511"
30-Jun-2015,Belfast,Paediatrics,Acute Services,"1,128",367,,209,91,101,,,,,,,,,836,,,,,"2,732"
30-Jun-2015,Belfast,Paediatric Neurology,Acute Services,45,14,,13,9,19,,,,,,,,,52,,,,,152
30-Jun-2015,Belfast,Geriatric Medicine,Elderly Care,291,96,,68,26,32,,,,,,,,,116,,,,,629
30-Jun-2015,Belfast,Dental Medicine Specialties,Acute Services,222,82,,74,75,79,,,,,,,,,182,,,,,714
30-Jun-2015,Belfast,Gynaecology,Acute Services,"1,626",547,,312,293,232,,,,,,,,,"1,401",,,,,"4,411"
30-Jun-2015,Belfast,Learning Disability,Learning Disability,34,11,,0,0,0,,,,,,,,,0,,,,,45
30-Jun-2015,Belfast,Old Age Psychiatry,Elderly Care,188,51,,14,16,19,,,,,,,,,7,,,,,295
30-Jun-2015,Belfast,Clinical Oncology,Acute Services,146,1,,0,0,0,,,,,,,,,0,,,,,147
30-Jun-2015,Belfast,Joint Consultant Clinics,Acute Services,113,21,,1,13,5,,,,,,,,,100,,,,,253
30-Jun-2015,Northern ,General Surgery,Acute Services,"1,606",435,,399,270,315,,,,,,,,,"2,325",,,,,"5,350"
30-Jun-2015,Northern ,Urology,Acute Services,184,65,,64,36,45,,,,,,,,,131,,,,,525
30-Jun-2015,Northern ,ENT,Acute Services,"1,177",425,,385,364,381,,,,,,,,,"2,008",,,,,"4,740"
30-Jun-2015,Northern ,Orthodontics,Acute Services,39,21,,15,13,8,,,,,,,,,5,,,,,101
30-Jun-2015,Northern ,Pain Management,Acute Services,218,70,,94,58,66,,,,,,,,,621,,,,,"1,127"
30-Jun-2015,Northern ,General Medicine,Acute Services,278,55,,51,39,30,,,,,,,,,269,,,,,722
30-Jun-2015,Northern ,Gastroenterology,Acute Services,646,204,,200,159,216,,,,,,,,,"2,265",,,,,"3,690"
30-Jun-2015,Northern ,Haematology (Clinical),Acute Services,64,18,,10,2,0,,,,,,,,,0,,,,,94
30-Jun-2015,Northern ,Cardiology,Acute Services,649,247,,140,16,11,,,,,,,,,0,,,,,"1,063"
30-Jun-2015,Northern ,Dermatology,Acute Services,709,209,,163,94,119,,,,,,,,,934,,,,,"2,228"
30-Jun-2015,Northern ,Thoracic Medicine,Acute Services,312,116,,77,72,69,,,,,,,,,343,,,,,989
30-Jun-2015,Northern ,Nephrology,Acute Services,61,4,,0,0,0,,,,,,,,,0,,,,,65
30-Jun-2015,Northern ,Neurology,Acute Services,152,35,,46,38,55,,,,,,,,,380,,,,,706
30-Jun-2015,Northern ,Rheumatology,Acute Services,375,162,,136,135,165,,,,,,,,,549,,,,,"1,522"
30-Jun-2015,Northern ,Paediatrics,Acute Services,727,182,,38,3,0,,,,,,,,,0,,,,,950
30-Jun-2015,Northern ,Geriatric Medicine,Elderly Care,112,36,,15,15,11,,,,,,,,,4,,,,,193
30-Jun-2015,Northern ,Gynaecology,Acute Services,"1,185",472,,433,323,313,,,,,,,,,841,,,,,"3,567"
30-Jun-2015,Northern ,Chemical Pathology,Acute Services,20,2,,0,0,0,,,,,,,,,0,,,,,22
30-Jun-2015,Northern ,Joint Consultant Clinics,Acute Services,17,0,,0,0,0,,,,,,,,,0,,,,,17
30-Jun-2015,South Eastern ,General Surgery,Acute Services,"1,304",442,,403,296,235,,,,,,,,,51,,,,,"2,731"
30-Jun-2015,South Eastern ,Urology,Acute Services,322,109,,104,105,103,,,,,,,,,"1,658",,,,,"2,401"
30-Jun-2015,South Eastern ,T & O Surgery,Acute Services,229,1,,4,0,0,,,,,,,,,0,,,,,234
30-Jun-2015,South Eastern ,ENT,Acute Services,"1,377",570,,522,480,564,,,,,,,,,"3,209",,,,,"6,722"
30-Jun-2015,South Eastern ,Ophthalmology,Acute Services,722,275,,249,247,217,,,,,,,,,"1,189",,,,,"2,899"
30-Jun-2015,South Eastern ,Oral Surgery,Acute Services,737,253,,233,276,267,,,,,,,,,"2,266",,,,,"4,032"
30-Jun-2015,South Eastern ,Plastic Surgery,Acute Services,651,228,,142,133,134,,,,,,,,,799,,,,,"2,087"
30-Jun-2015,South Eastern ,Paediatric Surgery,Acute Services,107,1,,0,0,0,,,,,,,,,0,,,,,108
30-Jun-2015,South Eastern ,Pain Management,Acute Services,238,124,,85,75,12,,,,,,,,,1,,,,,535
30-Jun-2015,South Eastern ,General Medicine,Acute Services,980,302,,194,170,210,,,,,,,,,"1,110",,,,,"2,966"
30-Jun-2015,South Eastern ,Gastroenterology,Acute Services,60,24,,14,16,19,,,,,,,,,132,,,,,265
30-Jun-2015,South Eastern ,Endocrinology,Acute Services,35,8,,13,13,9,,,,,,,,,57,,,,,135
30-Jun-2015,South Eastern ,Haematology (Clinical),Acute Services,101,14,,0,2,0,,,,,,,,,0,,,,,117
30-Jun-2015,South Eastern ,Cardiology,Acute Services,554,182,,153,109,129,,,,,,,,,399,,,,,"1,526"
30-Jun-2015,South Eastern ,Dermatology,Acute Services,906,329,,218,195,192,,,,,,,,,"1,475",,,,,"3,315"
30-Jun-2015,South Eastern ,Thoracic Medicine,Acute Services,316,109,,97,78,95,,,,,,,,,221,,,,,916
30-Jun-2015,South Eastern ,Nephrology,Acute Services,35,5,,1,0,0,,,,,,,,,0,,,,,41
30-Jun-2015,South Eastern ,Neurology,Acute Services,269,133,,116,92,127,,,,,,,,,743,,,,,"1,480"
30-Jun-2015,South Eastern ,Rheumatology,Acute Services,370,149,,134,122,136,,,,,,,,,992,,,,,"1,903"
30-Jun-2015,South Eastern ,Paediatrics,Acute Services,331,125,,89,109,96,,,,,,,,,523,,,,,"1,273"
30-Jun-2015,South Eastern ,Geriatric Medicine,Elderly Care,168,19,,21,13,20,,,,,,,,,14,,,,,255
30-Jun-2015,South Eastern ,Gynaecology,Acute Services,"1,027",342,,323,266,247,,,,,,,,,"2,554",,,,,"4,759"
30-Jun-2015,South Eastern ,Old Age Psychiatry,Elderly Care,176,74,,47,54,44,,,,,,,,,62,,,,,457
30-Jun-2015,Southern ,ENT,Acute Services,"1,475",557,,485,471,573,,,,,,,,,"1,532",,,,,"5,093"
30-Jun-2015,Southern ,Ophthalmology,Acute Services,724,281,,305,238,243,,,,,,,,,"3,090",,,,,"4,881"
30-Jun-2015,Southern ,General Surgery,Acute Services,"1,880",685,,516,488,444,,,,,,,,,164,,,,,"4,177"
30-Jun-2015,Southern ,Gynaecology,Acute Services,"1,169",312,,272,278,348,,,,,,,,,332,,,,,"2,711"
30-Jun-2015,Southern ,Dermatology,Acute Services,977,240,,169,169,165,,,,,,,,,411,,,,,"2,131"
30-Jun-2015,Southern ,Urology,Acute Services,468,191,,139,136,120,,,,,,,,,"1,003",,,,,"2,057"
30-Jun-2015,Southern ,T & O Surgery,Acute Services,874,167,,137,160,164,,,,,,,,,545,,,,,"2,047"
30-Jun-2015,Southern ,Cardiology,Acute Services,462,165,,201,188,148,,,,,,,,,648,,,,,"1,812"
30-Jun-2015,Southern ,Neurology,Acute Services,319,103,,118,90,115,,,,,,,,,586,,,,,"1,331"
30-Jun-2015,Southern ,Paediatrics,Acute Services,655,205,,128,93,43,,,,,,,,,121,,,,,"1,245"
30-Jun-2015,Southern ,Gastroenterology,Acute Services,373,125,,102,104,95,,,,,,,,,344,,,,,"1,143"
30-Jun-2015,Southern ,Rheumatology,Acute Services,291,98,,78,55,50,,,,,,,,,561,,,,,"1,133"
30-Jun-2015,Southern ,Pain Management,Acute Services,243,89,,93,88,83,,,,,,,,,239,,,,,835
30-Jun-2015,Southern ,Thoracic Medicine,Acute Services,270,95,,67,81,83,,,,,,,,,231,,,,,827
30-Jun-2015,Southern ,Endocrinology,Acute Services,186,91,,71,67,63,,,,,,,,,235,,,,,713
30-Jun-2015,Southern ,Geriatric Medicine,Elderly Care,149,28,,20,1,7,,,,,,,,,42,,,,,247
30-Jun-2015,Southern ,Haematology (Clinical),Acute Services,81,27,,15,13,15,,,,,,,,,6,,,,,157
30-Jun-2015,Southern ,General Medicine,Acute Services,90,13,,8,2,0,,,,,,,,,0,,,,,113
30-Jun-2015,Southern ,Oral Surgery,Acute Services,20,10,,8,6,9,,,,,,,,,56,,,,,109
30-Jun-2015,Southern ,Genito-Urinary Medicine,Acute Services,75,0,,0,0,0,,,,,,,,,0,,,,,75
30-Jun-2015,Southern ,Chemical Pathology,Acute Services,27,15,,13,12,0,,,,,,,,,0,,,,,67
30-Jun-2015,Southern ,Old Age Psychiatry,Elderly Care,37,4,,4,0,1,,,,,,,,,0,,,,,46
30-Jun-2015,Southern ,Orthodontics,Acute Services,28,2,,0,0,0,,,,,,,,,0,,,,,30
30-Jun-2015,Southern ,Nephrology,Acute Services,25,2,,0,0,0,,,,,,,,,0,,,,,27
30-Jun-2015,Southern ,Palliative Medicine,Acute Services,12,3,,0,0,0,,,,,,,,,1,,,,,16
30-Jun-2015,Southern ,Anaesthetics,Acute Services,4,1,,1,4,2,,,,,,,,,1,,,,,13
30-Jun-2015,Southern ,Paediatric Dentistry,Acute Services,7,3,,0,0,0,,,,,,,,,0,,,,,10
30-Jun-2015,Southern ,Learning Disability,Learning Disability,6,0,,0,0,0,,,,,,,,,0,,,,,6
30-Jun-2015,Southern ,Medical Oncology,Acute Services,2,0,,0,0,0,,,,,,,,,0,,,,,2
30-Jun-2015,Southern ,Thoracic Surgery,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
30-Jun-2015,Southern ,Paediatric Neurology,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
30-Jun-2015,Western,General Surgery,Acute Services,"1,361",503,,343,372,424,,,,,,,,,"1,967",,,,,"4,970"
30-Jun-2015,Western,Urology,Acute Services,268,40,,18,5,1,,,,,,,,,1,,,,,333
30-Jun-2015,Western,T & O Surgery,Acute Services,"1,107",371,,226,181,170,,,,,,,,,"1,308",,,,,"3,363"
30-Jun-2015,Western,ENT,Acute Services,"1,157",290,,217,162,19,,,,,,,,,0,,,,,"1,845"
30-Jun-2015,Western,Ophthalmology,Acute Services,"1,051",237,,152,133,150,,,,,,,,,294,,,,,"2,017"
30-Jun-2015,Western,Oral Surgery,Acute Services,370,114,,133,91,107,,,,,,,,,"1,190",,,,,"2,005"
30-Jun-2015,Western,Orthodontics,Acute Services,73,18,,5,6,0,,,,,,,,,0,,,,,102
30-Jun-2015,Western,Pain Management,Acute Services,126,52,,57,59,61,,,,,,,,,183,,,,,538
30-Jun-2015,Western,General Medicine,Acute Services,938,267,,228,160,176,,,,,,,,,"1,258",,,,,"3,027"
30-Jun-2015,Western,Haematology (Clinical),Acute Services,20,1,,0,0,0,,,,,,,,,0,,,,,21
30-Jun-2015,Western,Cardiology,Acute Services,406,86,,5,1,0,,,,,,,,,0,,,,,498
30-Jun-2015,Western,Dermatology,Acute Services,707,57,,35,37,22,,,,,,,,,7,,,,,865
30-Jun-2015,Western,Nephrology,Acute Services,61,10,,3,1,1,,,,,,,,,0,,,,,76
30-Jun-2015,Western,Neurology,Acute Services,268,117,,84,85,86,,,,,,,,,"1,162",,,,,"1,802"
30-Jun-2015,Western,Rheumatology,Acute Services,301,91,,73,66,70,,,,,,,,,375,,,,,976
30-Jun-2015,Western,Paediatrics,Acute Services,427,158,,105,116,14,,,,,,,,,6,,,,,826
30-Jun-2015,Western,Geriatric Medicine,Elderly Care,60,15,,5,3,3,,,,,,,,,4,,,,,90
30-Jun-2015,Western,Gynaecology,Acute Services,801,285,,204,101,15,,,,,,,,,6,,,,,"1,412"
30-Jun-2015,Western,Learning Disability,Learning Disability,8,2,,0,0,0,,,,,,,,,0,,,,,10
30-Jun-2015,Western,Chemical Pathology,Acute Services,16,8,,1,0,0,,,,,,,,,0,,,,,25
30-Sep-15,Belfast,General Surgery,Acute Services,1962,615,,465,553,535,1176,1686,1536,614,0,0,0,0,5012,4398,,614,,9142
30-Sep-15,Belfast,Urology,Acute Services,644,185,,165,172,194,389,502,467,429,259,5,0,0,2051,1358,,693,,3411
30-Sep-15,Belfast,T & O Surgery,Acute Services,3410,1390,,1226,1162,1244,2575,4141,3810,2200,1228,0,0,0,13954,10526,,3428,,22386
30-Sep-15,Belfast,ENT,Acute Services,1212,431,,364,403,400,985,1672,1094,15,0,0,0,0,3766,3751,,15,,6576
30-Sep-15,Belfast,Ophthalmology,Acute Services,2226,663,,585,484,470,1228,1737,1312,1025,746,88,0,0,6136,4277,,1859,,10564
30-Sep-15,Belfast,Oral Surgery,Acute Services,316,65,,10,2,1,3,0,1,79,1,0,0,0,84,4,,80,,478
30-Sep-15,Belfast,Restorative Dentistry,Acute Services,399,184,,140,191,157,388,365,0,0,0,0,0,0,753,753,,0,,1824
30-Sep-15,Belfast,Paediatric Dentistry,Acute Services,70,22,,9,22,17,54,65,95,42,0,0,0,0,256,214,,42,,396
30-Sep-15,Belfast,Orthodontics,Acute Services,84,21,,28,18,5,0,0,0,0,0,0,0,0,0,0,,0,,156
30-Sep-15,Belfast,Neurosurgery,Acute Services,259,99,,48,51,79,82,47,61,22,10,0,0,0,222,190,,32,,758
30-Sep-15,Belfast,Plastic Surgery,Acute Services,69,36,,25,19,0,0,0,0,0,0,0,0,0,0,0,,0,,149
30-Sep-15,Belfast,Cardiac Surgery,Acute Services,67,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,70
30-Sep-15,Belfast,Paediatric Surgery,Acute Services,274,70,,23,11,2,0,0,0,0,0,0,0,0,0,0,,0,,380
30-Sep-15,Belfast,Thoracic Surgery,Acute Services,44,5,,3,1,0,0,0,0,0,0,0,0,0,0,0,,0,,53
30-Sep-15,Belfast,Pain Management,Acute Services,356,116,,85,126,79,21,10,0,0,0,0,0,0,31,31,,0,,793
30-Sep-15,Belfast,General Medicine,Acute Services,533,185,,125,123,93,231,416,337,266,240,11,0,0,1501,984,,517,,2560
30-Sep-15,Belfast,Gastroenterology,Acute Services,865,277,,222,241,241,567,667,557,449,421,390,188,1,3240,1791,,1449,,5086
30-Sep-15,Belfast,Endocrinology,Acute Services,268,77,,31,19,5,17,15,0,0,0,0,0,0,32,32,,0,,432
30-Sep-15,Belfast,Haematology (Clinical),Acute Services,153,24,,0,2,2,3,0,0,0,0,0,0,0,3,3,,0,,184
30-Sep-15,Belfast,Clinical Genetics,Acute Services,247,90,,74,83,76,156,53,2,0,0,0,0,0,211,211,,0,,781
30-Sep-15,Belfast,Rehabilitation,Acute Services,26,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,30
30-Sep-15,Belfast,Palliative Medicine,Acute Services,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,5
30-Sep-15,Belfast,Cardiology,Acute Services,1289,350,,274,208,150,195,281,120,69,27,2,0,0,694,596,,98,,2965
30-Sep-15,Belfast,Dermatology,Acute Services,1121,310,,207,186,176,212,61,0,0,0,0,0,0,273,273,,0,,2273
30-Sep-15,Belfast,Thoracic Medicine,Acute Services,466,165,,101,136,127,311,391,274,64,24,0,0,0,1064,976,,88,,2059
30-Sep-15,Belfast,Nephrology,Acute Services,125,37,,31,28,22,50,0,0,0,0,0,0,0,50,50,,0,,293
30-Sep-15,Belfast,Medical Oncology,Acute Services,53,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,53
30-Sep-15,Belfast,Neurology,Acute Services,680,259,,196,237,245,431,611,575,538,519,438,408,173,3693,1617,,2076,,5310
30-Sep-15,Belfast,Rheumatology,Acute Services,439,152,,75,123,115,227,369,339,308,345,188,0,0,1776,935,,841,,2680
30-Sep-15,Belfast,Paediatrics,Acute Services,811,290,,227,280,242,267,314,225,119,95,7,0,1,1028,806,,222,,2878
30-Sep-15,Belfast,Paediatric Neurology,Acute Services,56,12,,17,25,17,21,25,2,0,0,0,0,0,48,48,,0,,175
30-Sep-15,Belfast,Geriatric Medicine,Elderly Care,227,100,,60,55,39,61,72,1,0,0,0,0,0,134,134,,0,,615
30-Sep-15,Belfast,Dental Medicine Specialties,Acute Services,186,69,,43,61,90,155,159,0,0,0,0,0,0,314,314,,0,,763
30-Sep-15,Belfast,Gynaecology,Acute Services,1598,531,,324,325,247,536,838,351,1,0,0,0,0,1726,1725,,1,,4751
30-Sep-15,Belfast,Learning Disability,Learning Disability,28,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,39
30-Sep-15,Belfast,Old Age Psychiatry,Elderly Care,216,40,,38,25,20,25,14,1,0,1,0,0,0,41,40,,1,,380
30-Sep-15,Belfast,Clinical Oncology,Acute Services,157,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,157
30-Sep-15,Belfast,Joint Consultant Clinics,Acute Services,116,9,,8,18,12,21,26,33,15,0,0,0,1,96,80,,16,,259
30-Sep-15,Northern,General Surgery,Acute Services,1546,495,,398,338,263,599,847,760,645,148,0,0,0,2999,2206,,793,,6039
30-Sep-15,Northern,Urology,Acute Services,153,51,,45,44,34,92,25,0,0,0,0,0,0,117,117,,0,,444
30-Sep-15,Northern,ENT,Acute Services,1077,369,,286,365,343,797,1364,636,1,0,0,0,0,2798,2797,,1,,5238
30-Sep-15,Northern,Orthodontics,Acute Services,34,13,,5,17,16,38,4,0,0,0,0,0,0,42,42,,0,,127
30-Sep-15,Northern,Pain Management,Acute Services,187,87,,79,81,93,189,313,214,2,0,0,0,0,718,716,,2,,1245
30-Sep-15,Northern,General Medicine,Acute Services,249,91,,56,53,42,80,121,73,6,0,0,0,0,280,274,,6,,771
30-Sep-15,Northern,Gastroenterology,Acute Services,541,228,,166,205,177,460,886,725,313,199,0,0,0,2583,2071,,512,,3900
30-Sep-15,Northern,Haematology (Clinical),Acute Services,78,22,,17,3,5,0,0,0,0,0,0,0,0,0,0,,0,,125
30-Sep-15,Northern,Cardiology,Acute Services,621,254,,156,100,15,0,0,0,0,0,0,0,0,0,0,,0,,1146
30-Sep-15,Northern,Dermatology,Acute Services,723,214,,141,135,135,333,392,348,149,0,0,0,0,1222,1073,,149,,2570
30-Sep-15,Northern,Thoracic Medicine,Acute Services,316,94,,70,85,57,135,158,31,0,0,0,0,0,324,324,,0,,946
30-Sep-15,Northern,Nephrology,Acute Services,72,19,,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,,99
30-Sep-15,Northern,Neurology,Acute Services,170,54,,41,35,57,97,214,141,0,0,0,0,0,452,452,,0,,809
30-Sep-15,Northern,Rheumatology,Acute Services,338,128,,126,122,148,295,369,85,0,0,0,0,0,749,749,,0,,1611
30-Sep-15,Northern,Paediatrics,Acute Services,647,101,,72,24,1,1,0,0,0,0,1,0,0,2,1,,1,,847
30-Sep-15,Northern,Geriatric Medicine,Elderly Care,94,16,,13,12,8,33,12,0,0,0,0,0,0,45,45,,0,,188
30-Sep-15,Northern,Gynaecology,Acute Services,1143,403,,340,415,275,475,490,60,0,0,0,0,1,1026,1025,,1,,3602
30-Sep-15,Northern,Chemical Pathology,Acute Services,23,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,27
30-Sep-15,Northern,Joint Consultant Clinics,Acute Services,7,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,8
30-Sep-15,South Eastern,General Surgery,Acute Services,1431,405,,349,318,305,454,31,0,0,0,0,0,0,485,485,,0,,3293
30-Sep-15,South Eastern,Urology,Acute Services,341,107,,93,91,106,247,297,250,302,350,339,96,0,1881,794,,1087,,2619
30-Sep-15,South Eastern,T & O Surgery,Acute Services,224,7,,5,1,0,0,0,0,0,0,0,0,0,0,0,,0,,237
30-Sep-15,South Eastern,ENT,Acute Services,1193,510,,443,513,503,1210,2106,1135,61,0,0,0,0,4512,4451,,61,,7674
30-Sep-15,South Eastern,Ophthalmology,Acute Services,668,282,,217,187,233,563,701,424,8,0,0,0,0,1696,1688,,8,,3283
30-Sep-15,South Eastern,Oral Surgery,Acute Services,692,269,,207,280,275,584,970,768,336,141,10,9,0,2818,2322,,496,,4541
30-Sep-15,South Eastern,Plastic Surgery,Acute Services,609,262,,164,205,148,386,593,172,1,0,0,0,0,1152,1151,,1,,2540
30-Sep-15,South Eastern,Paediatric Surgery,Acute Services,73,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,88
30-Sep-15,South Eastern,Pain Management,Acute Services,192,104,,95,113,97,104,0,0,0,0,0,0,0,104,104,,0,,705
30-Sep-15,South Eastern,General Medicine,Acute Services,1006,290,,218,230,244,436,582,467,253,3,0,0,0,1741,1485,,256,,3729
30-Sep-15,South Eastern,Gastroenterology,Acute Services,0,1,,2,0,0,1,0,0,0,0,0,0,0,1,1,,0,,4
30-Sep-15,South Eastern,Endocrinology,Acute Services,34,12,,9,13,13,23,48,17,0,0,0,0,0,88,88,,0,,169
30-Sep-15,South Eastern,Haematology (Clinical),Acute Services,105,16,,10,12,2,0,0,0,0,0,0,0,0,0,0,,0,,145
30-Sep-15,South Eastern,Palliative Medicine,Acute Services,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2
30-Sep-15,South Eastern,Cardiology,Acute Services,466,191,,154,163,166,318,376,42,12,0,0,0,0,748,736,,12,,1888
